state,date,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed
AK,2020-10-19,8,0
AL,2020-10-19,125,1
AR,2020-10-19,83,1
AZ,2020-10-19,69,2
CA,2020-10-19,316,4
CO,2020-10-19,73,1
CT,2020-10-19,23,1
DC,2020-10-19,16,1
DE,2020-10-19,10,4
FL,2020-10-19,259,5
GA,2020-10-19,209,9
HI,2020-10-19,7,0
IA,2020-10-19,70,1
ID,2020-10-19,32,0
IL,2020-10-19,289,3
IN,2020-10-19,191,8
KS,2020-10-19,55,0
KY,2020-10-19,168,0
LA,2020-10-19,75,3
MA,2020-10-19,40,0
MD,2020-10-19,50,0
ME,2020-10-19,0,0
MI,2020-10-19,96,0
MN,2020-10-19,66,8
MO,2020-10-19,154,2
MS,2020-10-19,83,0
MT,2020-10-19,64,1
NC,2020-10-19,118,1
ND,2020-10-19,20,0
NE,2020-10-19,42,0
NH,2020-10-19,2,0
NJ,2020-10-19,77,3
NM,2020-10-19,33,0
NV,2020-10-19,49,1
NY,2020-10-19,139,4
OH,2020-10-19,181,2
OK,2020-10-19,196,3
OR,2020-10-19,13,2
PA,2020-10-19,188,1
PR,2020-10-19,18,0
RI,2020-10-19,9,0
SC,2020-10-19,58,1
SD,2020-10-19,47,2
TN,2020-10-19,157,0
TX,2020-10-19,636,13
UT,2020-10-19,44,4
VA,2020-10-19,66,1
VI,2020-10-19,0,0
VT,2020-10-19,0,0
WA,2020-10-19,30,0
WI,2020-10-19,300,2
WV,2020-10-19,29,0
WY,2020-10-19,29,1
AK,2020-10-18,3,0
AL,2020-10-18,109,0
AR,2020-10-18,92,0
AZ,2020-10-18,89,1
CA,2020-10-18,314,6
CO,2020-10-18,49,1
CT,2020-10-18,22,0
DC,2020-10-18,7,0
DE,2020-10-18,10,3
FL,2020-10-18,269,7
GA,2020-10-18,204,10
HI,2020-10-18,12,0
IA,2020-10-18,67,1
ID,2020-10-18,24,1
IL,2020-10-18,439,2
IN,2020-10-18,145,4
KS,2020-10-18,49,0
KY,2020-10-18,155,0
LA,2020-10-18,70,3
MA,2020-10-18,42,0
MD,2020-10-18,59,0
ME,2020-10-18,0,0
MI,2020-10-18,94,0
MN,2020-10-18,67,1
MO,2020-10-18,171,0
MS,2020-10-18,80,0
MT,2020-10-18,49,0
NC,2020-10-18,143,0
ND,2020-10-18,20,2
NE,2020-10-18,40,0
NH,2020-10-18,0,0
NJ,2020-10-18,68,1
NM,2020-10-18,32,0
NV,2020-10-18,50,2
NY,2020-10-18,134,7
OH,2020-10-18,202,5
OK,2020-10-18,187,1
OR,2020-10-18,19,0
PA,2020-10-18,111,1
PR,2020-10-18,14,1
RI,2020-10-18,11,0
SC,2020-10-18,63,0
SD,2020-10-18,46,0
TN,2020-10-18,131,30
TX,2020-10-18,693,8
UT,2020-10-18,33,4
VA,2020-10-18,64,2
VI,2020-10-18,0,0
VT,2020-10-18,0,0
WA,2020-10-18,26,0
WI,2020-10-18,268,1
WV,2020-10-18,20,0
WY,2020-10-18,31,1
AK,2020-10-17,8,0
AL,2020-10-17,124,2
AR,2020-10-17,87,0
AZ,2020-10-17,70,1
CA,2020-10-17,337,7
CO,2020-10-17,54,2
CT,2020-10-17,25,0
DC,2020-10-17,2,0
DE,2020-10-17,15,2
FL,2020-10-17,280,8
GA,2020-10-17,234,10
HI,2020-10-17,8,0
IA,2020-10-17,85,1
ID,2020-10-17,36,0
IL,2020-10-17,420,4
IN,2020-10-17,190,2
KS,2020-10-17,90,0
KY,2020-10-17,160,0
LA,2020-10-17,94,5
MA,2020-10-17,42,1
MD,2020-10-17,69,1
ME,2020-10-17,0,0
MI,2020-10-17,127,0
MN,2020-10-17,74,1
MO,2020-10-17,186,2
MS,2020-10-17,97,0
MT,2020-10-17,56,1
NC,2020-10-17,110,0
ND,2020-10-17,19,0
NE,2020-10-17,48,0
NH,2020-10-17,1,0
NJ,2020-10-17,67,2
NM,2020-10-17,32,0
NV,2020-10-17,58,1
NY,2020-10-17,152,40
OH,2020-10-17,211,4
OK,2020-10-17,183,3
OR,2020-10-17,13,1
PA,2020-10-17,109,2
PR,2020-10-17,14,0
RI,2020-10-17,5,1
SC,2020-10-17,89,1
SD,2020-10-17,50,2
TN,2020-10-17,163,2
TX,2020-10-17,685,12
UT,2020-10-17,44,4
VA,2020-10-17,64,0
VI,2020-10-17,0,0
VT,2020-10-17,0,0
WA,2020-10-17,32,0
WI,2020-10-17,302,0
WV,2020-10-17,24,0
WY,2020-10-17,23,0
AK,2020-10-16,12,0
AL,2020-10-16,140,0
AR,2020-10-16,101,0
AZ,2020-10-16,95,0
CA,2020-10-16,332,5
CO,2020-10-16,73,4
CT,2020-10-16,30,0
DC,2020-10-16,7,1
DE,2020-10-16,12,4
FL,2020-10-16,275,43
GA,2020-10-16,255,12
HI,2020-10-16,12,0
IA,2020-10-16,56,0
ID,2020-10-16,26,0
IL,2020-10-16,425,3
IN,2020-10-16,153,3
KS,2020-10-16,66,0
KY,2020-10-16,153,1
LA,2020-10-16,79,4
MA,2020-10-16,35,1
MD,2020-10-16,54,2
ME,2020-10-16,1,0
MI,2020-10-16,130,0
MN,2020-10-16,68,2
MO,2020-10-16,188,3
MS,2020-10-16,108,0
MT,2020-10-16,63,2
NC,2020-10-16,145,2
ND,2020-10-16,29,0
NE,2020-10-16,35,0
NH,2020-10-16,5,0
NJ,2020-10-16,85,2
NM,2020-10-16,23,0
NV,2020-10-16,49,2
NY,2020-10-16,174,5
OH,2020-10-16,194,6
OK,2020-10-16,175,3
OR,2020-10-16,21,0
PA,2020-10-16,106,1
PR,2020-10-16,20,0
RI,2020-10-16,4,0
SC,2020-10-16,78,3
SD,2020-10-16,49,2
TN,2020-10-16,159,2
TX,2020-10-16,667,7
UT,2020-10-16,45,6
VA,2020-10-16,79,2
VI,2020-10-16,0,0
VT,2020-10-16,0,0
WA,2020-10-16,22,0
WI,2020-10-16,295,1
WV,2020-10-16,28,2
WY,2020-10-16,21,0
AK,2020-10-15,11,0
AL,2020-10-15,124,2
AR,2020-10-15,104,1
AZ,2020-10-15,74,0
CA,2020-10-15,315,8
CO,2020-10-15,68,4
CT,2020-10-15,16,0
DC,2020-10-15,9,1
DE,2020-10-15,9,2
FL,2020-10-15,281,6
GA,2020-10-15,272,12
HI,2020-10-15,11,0
IA,2020-10-15,67,1
ID,2020-10-15,22,0
IL,2020-10-15,212,4
IN,2020-10-15,137,11
KS,2020-10-15,93,1
KY,2020-10-15,201,1
LA,2020-10-15,81,0
MA,2020-10-15,39,0
MD,2020-10-15,47,0
ME,2020-10-15,2,0
MI,2020-10-15,119,0
MN,2020-10-15,62,1
MO,2020-10-15,185,2
MS,2020-10-15,83,0
MT,2020-10-15,58,1
NC,2020-10-15,146,6
ND,2020-10-15,27,1
NE,2020-10-15,46,1
NH,2020-10-15,3,0
NJ,2020-10-15,71,0
NM,2020-10-15,27,0
NV,2020-10-15,67,1
NY,2020-10-15,174,4
OH,2020-10-15,203,2
OK,2020-10-15,172,3
OR,2020-10-15,19,0
PA,2020-10-15,118,1
PR,2020-10-15,17,0
RI,2020-10-15,9,0
SC,2020-10-15,84,0
SD,2020-10-15,43,0
TN,2020-10-15,166,3
TX,2020-10-15,619,5
UT,2020-10-15,31,5
VA,2020-10-15,79,2
VI,2020-10-15,0,0
VT,2020-10-15,0,0
WA,2020-10-15,25,0
WI,2020-10-15,288,6
WV,2020-10-15,23,1
WY,2020-10-15,16,0
AK,2020-10-14,8,0
AL,2020-10-14,138,0
AR,2020-10-14,101,0
AZ,2020-10-14,71,0
CA,2020-10-14,362,4
CO,2020-10-14,67,4
CT,2020-10-14,29,0
DC,2020-10-14,10,1
DE,2020-10-14,11,3
FL,2020-10-14,287,8
GA,2020-10-14,283,10
HI,2020-10-14,18,0
IA,2020-10-14,69,1
ID,2020-10-14,23,0
IL,2020-10-14,217,1
IN,2020-10-14,120,1
KS,2020-10-14,77,1
KY,2020-10-14,153,0
LA,2020-10-14,136,0
MA,2020-10-14,46,1
MD,2020-10-14,61,0
ME,2020-10-14,2,0
MI,2020-10-14,100,1
MN,2020-10-14,77,3
MO,2020-10-14,199,1
MS,2020-10-14,77,0
MT,2020-10-14,71,0
NC,2020-10-14,141,6
ND,2020-10-14,27,0
NE,2020-10-14,57,1
NH,2020-10-14,5,0
NJ,2020-10-14,76,2
NM,2020-10-14,18,0
NV,2020-10-14,58,0
NY,2020-10-14,187,5
OH,2020-10-14,222,2
OK,2020-10-14,176,3
OR,2020-10-14,15,0
PA,2020-10-14,81,4
PR,2020-10-14,21,3
RI,2020-10-14,6,0
SC,2020-10-14,76,1
SD,2020-10-14,50,0
TN,2020-10-14,168,0
TX,2020-10-14,611,15
UT,2020-10-14,53,5
VA,2020-10-14,68,1
VI,2020-10-14,0,0
VT,2020-10-14,0,0
WA,2020-10-14,28,0
WI,2020-10-14,264,3
WV,2020-10-14,23,3
WY,2020-10-14,20,0
AK,2020-10-13,13,0
AL,2020-10-13,125,2
AR,2020-10-13,111,1
AZ,2020-10-13,82,2
CA,2020-10-13,328,7
CO,2020-10-13,58,3
CT,2020-10-13,20,2
DC,2020-10-13,9,0
DE,2020-10-13,16,3
FL,2020-10-13,316,3
GA,2020-10-13,305,10
ND,2020-08-23,6,0
NE,2020-08-23,9,0
NH,2020-08-23,30,0
NJ,2020-08-23,21,0
NM,2020-08-23,89,0
NV,2020-08-23,55,0
NY,2020-08-23,87,2
OH,2020-08-23,89,0
OK,2020-08-23,74,6
OR,2020-08-23,21,1
PA,2020-08-23,86,0
PR,2020-08-23,9,0
RI,2020-08-23,7,0
SC,2020-08-23,84,1
SD,2020-08-23,11,0
TN,2020-08-23,88,0
TX,2020-08-23,437,13
UT,2020-08-23,5,2
VA,2020-08-23,38,2
VI,2020-08-23,1,0
VT,2020-08-23,2,0
WA,2020-08-23,12,0
WI,2020-08-23,78,1
WV,2020-08-23,11,0
WY,2020-08-23,8,0
AK,2020-08-22,5,0
AL,2020-08-22,118,1
AR,2020-08-22,63,0
AZ,2020-08-22,102,2
CA,2020-08-22,482,13
CO,2020-08-22,23,0
CT,2020-08-22,13,0
DC,2020-08-22,12,2
DE,2020-08-22,14,0
FL,2020-08-22,503,3
GA,2020-08-22,223,8
HI,2020-08-22,50,0
IA,2020-08-22,54,1
ID,2020-08-22,17,1
IL,2020-08-22,109,4
IN,2020-08-22,69,1
KS,2020-08-22,32,0
KY,2020-08-22,109,1
LA,2020-08-22,119,NA
MA,2020-08-22,12,1
MD,2020-08-22,53,1
ME,2020-08-22,2,0
MI,2020-08-22,53,1
MN,2020-08-22,36,1
MO,2020-08-22,114,2
MS,2020-08-22,79,0
MT,2020-08-22,14,0
NC,2020-08-22,117,2
ND,2020-08-22,12,0
NE,2020-08-22,12,0
NH,2020-08-22,29,0
NJ,2020-08-22,30,2
NM,2020-08-22,15,0
NV,2020-08-22,65,0
NY,2020-08-22,469,0
OH,2020-08-22,81,3
OK,2020-08-22,102,6
OR,2020-08-22,29,1
PA,2020-08-22,90,0
PR,2020-08-22,20,0
RI,2020-08-22,5,0
SC,2020-08-22,90,3
SD,2020-08-22,13,0
TN,2020-08-22,98,0
TX,2020-08-22,449,14
UT,2020-08-22,7,2
VA,2020-08-22,76,3
VI,2020-08-22,0,0
VT,2020-08-22,2,0
WA,2020-08-22,17,1
WI,2020-08-22,67,2
WV,2020-08-22,11,1
WY,2020-08-22,5,0
AK,2020-08-21,4,0
AL,2020-08-21,118,0
AR,2020-08-21,66,1
AZ,2020-08-21,108,2
CA,2020-08-21,458,10
CO,2020-08-21,30,0
CT,2020-08-21,13,0
DC,2020-08-21,16,1
DE,2020-08-21,4,0
FL,2020-08-21,493,13
GA,2020-08-21,238,7
HI,2020-08-21,46,0
IA,2020-08-21,34,0
ID,2020-08-21,17,0
IL,2020-08-21,110,2
IN,2020-08-21,71,1
KS,2020-08-21,30,0
KY,2020-08-21,144,0
LA,2020-08-21,113,NA
MA,2020-08-21,13,1
MD,2020-08-21,48,0
ME,2020-08-21,2,0
MI,2020-08-21,65,1
MN,2020-08-21,36,0
MO,2020-08-21,110,1
MS,2020-08-21,77,0
MT,2020-08-21,16,0
NC,2020-08-21,115,5
ND,2020-08-21,9,0
NE,2020-08-21,16,0
NH,2020-08-21,29,0
NJ,2020-08-21,25,0
NM,2020-08-21,12,0
NV,2020-08-21,63,1
NY,2020-08-21,74,2
OH,2020-08-21,103,3
OK,2020-08-21,93,5
OR,2020-08-21,28,0
PA,2020-08-21,73,1
PR,2020-08-21,21,2
RI,2020-08-21,8,0
SC,2020-08-21,78,1
SD,2020-08-21,22,0
TN,2020-08-21,120,1
TX,2020-08-21,453,18
UT,2020-08-21,18,3
VA,2020-08-21,71,3
VI,2020-08-21,2,0
VT,2020-08-21,0,0
WA,2020-08-21,20,1
WI,2020-08-21,68,0
WV,2020-08-21,11,0
WY,2020-08-21,7,0
AK,2020-08-20,3,0
AL,2020-08-20,99,1
AR,2020-08-20,71,0
AZ,2020-08-20,116,1
CA,2020-08-20,499,9
CO,2020-08-20,27,0
CT,2020-08-20,14,0
DC,2020-08-20,15,2
DE,2020-08-20,5,0
FL,2020-08-20,479,5
GA,2020-08-20,265,6
HI,2020-08-20,28,0
IA,2020-08-20,53,2
ID,2020-08-20,27,2
IL,2020-08-20,108,3
IN,2020-08-20,64,1
KS,2020-08-20,26,0
KY,2020-08-20,286,2
LA,2020-08-20,119,NA
MA,2020-08-20,13,0
MD,2020-08-20,56,1
ME,2020-08-20,2,0
MI,2020-08-20,43,1
MN,2020-08-20,26,2
MO,2020-08-20,103,0
MS,2020-08-20,94,1
MT,2020-08-20,17,0
NC,2020-08-20,107,2
ND,2020-08-20,11,0
NE,2020-08-20,9,1
NH,2020-08-20,32,0
NJ,2020-08-20,23,0
NM,2020-08-20,11,0
NV,2020-08-20,62,0
NY,2020-08-20,91,1
OH,2020-08-20,99,2
OK,2020-08-20,96,6
OR,2020-08-20,12,1
PA,2020-08-20,61,4
PR,2020-08-20,20,1
RI,2020-08-20,2,1
SC,2020-08-20,98,2
SD,2020-08-20,10,0
TN,2020-08-20,144,2
TX,2020-08-20,549,20
UT,2020-08-20,11,3
VA,2020-08-20,53,3
VI,2020-08-20,0,0
VT,2020-08-20,0,0
WA,2020-08-20,26,0
WI,2020-08-20,75,0
WV,2020-08-20,14,1
WY,2020-08-20,7,1
AK,2020-08-19,3,0
AL,2020-08-19,107,1
AR,2020-08-19,83,0
AZ,2020-08-19,86,0
CA,2020-08-19,457,10
CO,2020-08-19,24,2
CT,2020-08-19,10,0
DC,2020-08-19,9,2
DE,2020-08-19,10,0
FL,2020-08-19,521,11
GA,2020-08-19,292,8
HI,2020-08-19,24,0
IA,2020-08-19,42,2
ID,2020-08-19,19,0
IL,2020-08-19,120,3
IN,2020-08-19,64,4
KS,2020-08-19,25,0
KY,2020-08-19,122,0
LA,2020-08-19,132,0
MA,2020-08-19,15,1
MD,2020-08-19,63,0
ME,2020-08-19,1,0
MI,2020-08-19,57,3
MN,2020-08-19,29,0
MO,2020-08-19,105,0
MS,2020-08-19,82,0
MT,2020-08-19,20,0
NC,2020-08-19,111,6
ND,2020-08-19,9,0
NE,2020-08-19,7,0
NH,2020-08-19,29,0
NJ,2020-08-19,21,0
NM,2020-08-19,4,0
NV,2020-08-19,68,1
NY,2020-08-19,77,4
OH,2020-08-19,86,3
OK,2020-08-19,89,4
OR,2020-08-19,12,1
PA,2020-08-19,59,3
PR,2020-08-19,22,1
RI,2020-08-19,10,0
SC,2020-08-19,96,1
SD,2020-08-19,14,0
TN,2020-08-19,115,4
TX,2020-08-19,595,14
UT,2020-08-19,19,2
VA,2020-08-19,53,2
VI,2020-08-19,0,0
VT,2020-08-19,1,0
WA,2020-08-19,23,0
WI,2020-08-19,66,1
WV,2020-08-19,27,1
WY,2020-08-19,6,1
AK,2020-08-18,5,0
AL,2020-08-18,117,3
AR,2020-08-18,63,0
AZ,2020-08-18,111,1
CA,2020-08-18,527,11
CO,2020-08-18,20,0
CT,2020-08-18,15,0
DC,2020-08-18,14,1
DE,2020-08-18,3,0
FL,2020-08-18,518,14
GA,2020-08-18,311,11
HI,2020-08-18,23,0
IA,2020-08-18,44,1
ID,2020-08-18,25,0
IL,2020-08-18,122,0
IN,2020-08-18,72,1
KS,2020-08-18,33,0
KY,2020-08-18,379,0
LA,2020-08-18,151,0
MA,2020-08-18,20,0
MD,2020-08-18,70,0
ME,2020-08-18,1,1
MI,2020-08-18,64,1
MN,2020-08-18,31,2
MO,2020-08-18,79,0
MS,2020-08-18,109,0
MT,2020-08-18,17,1
NC,2020-08-18,120,6
ND,2020-08-18,6,0
NE,2020-08-18,9,0
NH,2020-08-18,30,0
NJ,2020-08-18,31,0
NM,2020-08-18,62,0
NV,2020-08-18,53,2
NY,2020-08-18,101,2
OH,2020-08-18,98,1
OK,2020-08-18,81,5
OR,2020-08-18,11,2
PA,2020-08-18,57,0
PR,2020-08-18,29,2
RI,2020-08-18,6,0
SC,2020-08-18,104,2
SD,2020-08-18,14,0
TN,2020-08-18,134,2
TX,2020-08-18,501,23
UT,2020-08-18,13,3
VA,2020-08-18,61,2
VI,2020-08-18,12,0
VT,2020-08-18,1,0
WA,2020-08-18,25,0
WI,2020-08-18,91,0
WV,2020-08-18,10,0
WY,2020-08-18,5,0
AK,2020-08-17,8,2
AL,2020-08-17,86,2
AR,2020-08-17,72,0
AZ,2020-08-17,77,0
CA,2020-08-17,522,7
CO,2020-08-17,20,0
CT,2020-08-17,12,0
DC,2020-08-17,6,1
DE,2020-08-17,7,0
FL,2020-08-17,478,11
GA,2020-08-17,869,11
HI,2020-08-17,29,0
IA,2020-08-17,35,0
ID,2020-08-17,25,2
IL,2020-08-17,100,0
IN,2020-08-17,63,3
KS,2020-08-17,40,0
KY,2020-08-17,135,0
LA,2020-08-17,150,0
MA,2020-08-17,21,1
MD,2020-08-17,58,0
ME,2020-08-17,2,0
MI,2020-08-17,59,0
MN,2020-08-17,36,0
MO,2020-08-17,57,0
MS,2020-08-17,81,2
MT,2020-08-17,14,1
NC,2020-08-17,79,1
ND,2020-08-17,6,0
NE,2020-08-17,11,0
NH,2020-08-17,28,0
NJ,2020-08-17,26,0
NM,2020-08-17,10,0
NV,2020-08-17,59,1
NY,2020-08-17,67,0
OH,2020-08-17,90,3
OK,2020-08-17,78,2
OR,2020-08-17,17,0
PA,2020-08-17,63,1
PR,2020-08-17,13,3
RI,2020-08-17,3,1
SC,2020-08-17,74,2
SD,2020-08-17,18,0
TN,2020-08-17,98,0
TX,2020-08-17,474,17
UT,2020-08-17,12,3
VA,2020-08-17,52,2
VI,2020-08-17,1,0
VT,2020-08-17,1,0
WA,2020-08-17,28,0
WI,2020-08-17,65,0
WV,2020-08-17,9,0
WY,2020-08-17,5,0
AK,2020-08-16,1,0
AL,2020-08-16,96,2
AR,2020-08-16,62,1
AZ,2020-08-16,98,1
CA,2020-08-16,507,5
CO,2020-08-16,31,2
CT,2020-08-16,5,0
DC,2020-08-16,8,2
DE,2020-08-16,5,0
FL,2020-08-16,455,5
GA,2020-08-16,305,13
HI,2020-08-16,14,0
IA,2020-08-16,35,1
ID,2020-08-16,14,0
IL,2020-08-16,107,4
IN,2020-08-16,171,1
KS,2020-08-16,36,0
KY,2020-08-16,157,0
LA,2020-08-16,113,0
MA,2020-08-16,16,0
MD,2020-08-16,51,0
ME,2020-08-16,2,0
MI,2020-08-16,67,3
MN,2020-08-16,36,3
MO,2020-08-16,93,0
MS,2020-08-16,116,1
MT,2020-08-16,20,0
NC,2020-08-16,82,1
ND,2020-08-16,5,0
NE,2020-08-16,9,2
NH,2020-08-16,3,1
NJ,2020-08-16,27,0
NM,2020-08-16,7,0
NV,2020-08-16,57,1
NY,2020-08-16,74,0
OH,2020-08-16,86,2
OK,2020-08-16,54,0
OR,2020-08-16,23,0
PA,2020-08-16,42,1
PR,2020-08-16,18,4
RI,2020-08-16,4,0
SC,2020-08-16,92,0
SD,2020-08-16,10,0
TN,2020-08-16,102,0
TX,2020-08-16,477,22
UT,2020-08-16,6,2
VA,2020-08-16,78,2
VI,2020-08-16,2,0
VT,2020-08-16,2,0
WA,2020-08-16,39,0
WI,2020-08-16,70,0
WV,2020-08-16,9,0
WY,2020-08-16,3,0
AK,2020-08-15,4,0
AL,2020-08-15,98,1
AR,2020-08-15,50,1
AZ,2020-08-15,159,0
CA,2020-08-15,624,11
CO,2020-08-15,29,2
CT,2020-08-15,7,0
DC,2020-08-15,11,0
DE,2020-08-15,9,0
FL,2020-08-15,576,13
GA,2020-08-15,312,13
HI,2020-08-15,19,1
IA,2020-08-15,50,0
ID,2020-08-15,18,0
IL,2020-08-15,121,0
IN,2020-08-15,93,4
KS,2020-08-15,38,0
KY,2020-08-15,184,0
LA,2020-08-15,133,0
MA,2020-08-15,26,1
MD,2020-08-15,66,0
ME,2020-08-15,2,0
MI,2020-08-15,66,2
MN,2020-08-15,45,1
MO,2020-08-15,93,1
MS,2020-08-15,124,0
MT,2020-08-15,17,0
NC,2020-08-15,65,0
ND,2020-08-15,8,0
NE,2020-08-15,11,2
NH,2020-08-15,0,1
NJ,2020-08-15,27,0
NM,2020-08-15,15,0
NV,2020-08-15,57,0
NY,2020-08-15,85,2
OH,2020-08-15,105,1
OK,2020-08-15,71,1
OR,2020-08-15,14,0
PA,2020-08-15,52,0
PR,2020-08-15,25,0
RI,2020-08-15,10,0
SC,2020-08-15,91,0
SD,2020-08-15,13,1
TN,2020-08-15,126,1
TX,2020-08-15,598,14
UT,2020-08-15,20,3
VA,2020-08-15,91,3
VI,2020-08-15,1,0
VT,2020-08-15,1,0
WA,2020-08-15,44,0
WI,2020-08-15,69,1
WV,2020-08-15,11,1
WY,2020-08-15,7,0
AK,2020-08-14,5,0
AL,2020-08-14,102,6
AR,2020-08-14,96,2
AZ,2020-08-14,114,0
CA,2020-08-14,629,16
CO,2020-08-14,35,3
CT,2020-08-14,5,0
DC,2020-08-14,12,3
DE,2020-08-14,5,0
FL,2020-08-14,594,13
GA,2020-08-14,286,12
HI,2020-08-14,13,0
IA,2020-08-14,37,0
ID,2020-08-14,19,1
IL,2020-08-14,123,1
IN,2020-08-14,66,9
KS,2020-08-14,30,2
KY,2020-08-14,262,0
LA,2020-08-14,132,0
MA,2020-08-14,21,2
MD,2020-08-14,59,1
ME,2020-08-14,1,0
MI,2020-08-14,59,2
MN,2020-08-14,35,1
MO,2020-08-14,68,1
MS,2020-08-14,179,0
MT,2020-08-14,21,0
NC,2020-08-14,66,2
ND,2020-08-14,6,0
NE,2020-08-14,10,2
NH,2020-08-14,2,1
NJ,2020-08-14,28,0
NM,2020-08-14,11,0
NV,2020-08-14,66,1
NY,2020-08-14,89,2
OH,2020-08-14,123,1
OK,2020-08-14,59,2
OR,2020-08-14,8,0
PA,2020-08-14,63,1
PR,2020-08-14,18,4
RI,2020-08-14,9,1
SC,2020-08-14,114,1
SD,2020-08-14,14,0
TN,2020-08-14,160,1
TX,2020-08-14,577,10
UT,2020-08-14,14,2
VA,2020-08-14,62,4
VI,2020-08-14,0,0
VT,2020-08-14,2,0
WA,2020-08-14,39,0
WI,2020-08-14,83,1
WV,2020-08-14,7,0
WY,2020-08-14,8,0
AK,2020-08-13,2,0
AL,2020-08-13,117,2
AR,2020-08-13,67,1
AZ,2020-08-13,111,1
CA,2020-08-13,554,10
CO,2020-08-13,31,2
CT,2020-08-13,13,0
DC,2020-08-13,17,7
DE,2020-08-13,6,0
FL,2020-08-13,546,17
GA,2020-08-13,258,28
HI,2020-08-13,24,1
IA,2020-08-13,41,0
ID,2020-08-13,20,0
IL,2020-08-13,88,3
IN,2020-08-13,65,5
KS,2020-08-13,29,0
KY,2020-08-13,299,0
LA,2020-08-13,141,0
MA,2020-08-13,19,0
MD,2020-08-13,51,1
ME,2020-08-13,2,0
MI,2020-08-13,50,1
MN,2020-08-13,40,2
MO,2020-08-13,94,2
MS,2020-08-13,116,0
MT,2020-08-13,16,1
NC,2020-08-13,88,3
ND,2020-08-13,8,1
NE,2020-08-13,7,2
NH,2020-08-13,2,1
NJ,2020-08-13,24,0
NM,2020-08-13,8,1
NV,2020-08-13,69,0
NY,2020-08-13,89,2
OH,2020-08-13,69,3
OK,2020-08-13,83,1
OR,2020-08-13,12,0
PA,2020-08-13,57,2
PR,2020-08-13,22,0
RI,2020-08-13,6,0
SC,2020-08-13,99,2
SD,2020-08-13,18,0
TN,2020-08-13,135,1
TX,2020-08-13,537,9
UT,2020-08-13,17,2
VA,2020-08-13,108,2
VI,2020-08-13,0,0
VT,2020-08-13,1,0
WA,2020-08-13,24,0
WI,2020-08-13,72,1
WV,2020-08-13,11,0
WY,2020-08-13,5,0
AK,2020-08-12,4,1
AL,2020-08-12,103,21
AR,2020-08-12,51,0
AZ,2020-08-12,101,0
CA,2020-08-12,618,15
CO,2020-08-12,47,2
CT,2020-08-12,8,1
DC,2020-08-12,18,0
DE,2020-08-12,1,1
FL,2020-08-12,561,12
GA,2020-08-12,208,29
HI,2020-08-12,35,0
IA,2020-08-12,46,0
ID,2020-08-12,23,1
IL,2020-08-12,83,1
IN,2020-08-12,62,9
KS,2020-08-12,28,0
KY,2020-08-12,239,0
LA,2020-08-12,156,0
MA,2020-08-12,16,1
MD,2020-08-12,58,1
ME,2020-08-12,1,0
MI,2020-08-12,63,4
MN,2020-08-12,24,0
MO,2020-08-12,55,0
MS,2020-08-12,103,0
MT,2020-08-12,19,0
NC,2020-08-12,81,5
ND,2020-08-12,5,0
NE,2020-08-12,5,2
NH,2020-08-12,2,1
NJ,2020-08-12,0,0
NM,2020-08-12,17,0
NV,2020-08-12,61,1
NY,2020-08-12,83,0
OH,2020-08-12,87,4
OK,2020-08-12,74,1
OR,2020-08-12,16,0
PA,2020-08-12,73,0
PR,2020-08-12,19,3
RI,2020-08-12,3,0
SC,2020-08-12,104,3
SD,2020-08-12,11,0
TN,2020-08-12,123,2
TX,2020-08-12,579,14
UT,2020-08-12,14,3
VA,2020-08-12,69,2
VI,2020-08-12,0,0
VT,2020-08-12,1,0
WA,2020-08-12,24,0
WI,2020-08-12,60,3
WV,2020-08-12,14,0
WY,2020-08-12,6,0
AK,2020-08-11,4,0
AL,2020-08-11,99,4
AR,2020-08-11,79,2
AZ,2020-08-11,112,2
CA,2020-08-11,699,18
CO,2020-08-11,35,1
CT,2020-08-11,10,0
DC,2020-08-11,12,1
DE,2020-08-11,5,0
FL,2020-08-11,581,16
GA,2020-08-11,193,23
HI,2020-08-11,16,0
IA,2020-08-11,64,0
ID,2020-08-11,22,1
IL,2020-08-11,95,3
IN,2020-08-11,56,2
KS,2020-08-11,23,0
KY,2020-08-11,269,0
LA,2020-08-11,168,1
MA,2020-08-11,25,0
MD,2020-08-11,62,1
ME,2020-08-11,1,0
MI,2020-08-11,78,2
MN,2020-08-11,29,0
MO,2020-08-11,97,1
MS,2020-08-11,112,0
MT,2020-08-11,14,1
NC,2020-08-11,128,8
ND,2020-08-11,10,0
NE,2020-08-11,16,2
NH,2020-08-11,2,0
NJ,2020-08-11,8,0
NM,2020-08-11,13,0
NV,2020-08-11,68,0
NY,2020-08-11,103,2
OH,2020-08-11,70,3
OK,2020-08-11,66,0
OR,2020-08-11,13,1
PA,2020-08-11,77,4
PR,2020-08-11,25,3
RI,2020-08-11,6,1
SC,2020-08-11,94,0
SD,2020-08-11,12,0
TN,2020-08-11,107,2
TX,2020-08-11,546,20
UT,2020-08-11,31,7
VA,2020-08-11,56,4
VI,2020-08-11,0,0
VT,2020-08-11,1,0
WA,2020-08-11,39,0
WI,2020-08-11,89,1
WV,2020-08-11,10,0
WY,2020-08-11,7,0
AK,2020-08-10,2,0
AL,2020-08-10,76,3
AR,2020-08-10,57,1
